,Topic ID,Model,Rank,Discussion ID,Argument ID,args-id
761,12,DirichletLM,13,26366,2,180c0226-2019-04-18T15:39:49Z-00003-000
762,12,DirichletLM,14,25519,4,7f516c1c-2019-04-18T19:59:51Z-00003-000
763,12,DirichletLM,15,34011,5,d98175c5-2019-04-18T14:27:13Z-00007-000
764,12,DirichletLM,16,8567,10,3e9ff172-2019-04-18T12:09:10Z-00003-000
765,12,DirichletLM,17,5150,2,baba6582-2019-04-18T14:14:21Z-00003-000
766,12,DirichletLM,18,28724,4,8e65f903-2019-04-18T15:34:23Z-00003-000
767,12,DirichletLM,19,25519,3,b1077c8f-2019-04-18T18:07:45Z-00009-000
768,12,DPH,27,30716,6,102e73ca-2019-04-18T17:27:21Z-00005-000
769,12,DirichletLM,20,21934,2,8eeab760-2019-04-18T16:21:32Z-00005-000
770,12,DirichletLM,21,7149,1,404103db-2019-04-18T19:01:11Z-00005-000
771,12,DirichletLM,22,40356,2,5941421a-2019-04-18T15:20:27Z-00001-000
772,12,DirichletLM,23,34850,5,4345eef2-2019-04-18T16:40:56Z-00000-000
773,12,DirichletLM,24,11200,5,f1d02517-2019-04-18T14:24:26Z-00000-000
774,12,DirichletLM,25,34850,10,129ce23f-2019-04-18T15:31:47Z-00001-000
775,12,DirichletLM,26,11438,1,95769c7a-2019-04-18T16:10:49Z-00008-000
776,12,DirichletLM,27,43209,1,bfb67452-2019-04-18T18:22:03Z-00000-000
777,12,DirichletLM,28,30958,19,480382ae-2019-04-18T19:07:35Z-00001-000
778,12,DirichletLM,29,5150,4,baba6582-2019-04-18T14:14:21Z-00004-000
779,12,DPH,28,21934,1,8eeab760-2019-04-18T16:21:32Z-00007-000
780,12,DirichletLM,30,14705,3,2abb75b-2019-04-18T14:09:46Z-00001-000
781,12,DirichletLM,31,33953,2,872fb369-2019-04-18T17:52:20Z-00008-000
782,12,DirichletLM,32,42495,1,7648964d-2019-04-18T19:18:16Z-00004-000
783,12,DirichletLM,33,25519,11,b50ed68c-2019-04-18T16:18:43Z-00000-000
784,12,DirichletLM,34,33370,1,90ec04d-2019-04-18T15:31:25Z-00005-000
785,12,DirichletLM,35,25519,21,68d68504-2019-04-18T19:37:12Z-00003-000
786,12,DirichletLM,36,11647,3,928ccf88-2019-04-18T15:23:31Z-00005-000
787,12,DirichletLM,37,463,4,384991a9-2019-04-18T16:54:00Z-00004-000
788,12,DirichletLM,38,38905,23,6674528f-2019-04-18T13:26:34Z-00008-000
789,12,DirichletLM,39,34850,4,129ce23f-2019-04-18T15:31:47Z-00002-000
790,12,DPH,29,11438,1,95769c7a-2019-04-18T16:10:49Z-00008-000
791,12,DirichletLM,40,42495,5,7648964d-2019-04-18T19:18:16Z-00003-000
792,12,DirichletLM,41,41068,1,2626df18-2019-04-18T18:47:30Z-00005-000
793,12,DirichletLM,42,1819,13,b801a11e-2019-04-15T20:24:33Z-00012-000
794,12,DirichletLM,43,5150,3,eb0097cf-2019-04-18T12:26:03Z-00004-000
795,12,DirichletLM,44,5096,2,57da28b3-2019-04-18T13:00:46Z-00000-000
796,12,DirichletLM,45,550,1,cc006a76-2019-04-18T11:54:01Z-00005-000
797,12,DirichletLM,46,8567,14,6df517d7-2019-04-18T12:19:46Z-00001-000
798,12,DirichletLM,47,9008,5,f3baef00-2019-04-18T19:20:52Z-00001-000
799,12,DirichletLM,48,34168,1,970346b5-2019-04-18T16:22:22Z-00005-000
800,12,DirichletLM,49,226,1,fad42a17-2019-04-18T18:48:08Z-00007-000
801,10,DPH,28,4186,1,fa1a69b6-2019-04-18T16:31:37Z-00005-000
802,12,DPH,30,25519,21,68d68504-2019-04-18T19:37:12Z-00003-000
803,12,DPH,31,39355,4,2e8edb11-2019-04-18T16:22:57Z-00000-000
804,12,DPH,32,26366,1,180c0226-2019-04-18T15:39:49Z-00005-000
805,12,DPH,33,3394,4,4930d310-2019-04-18T18:24:53Z-00003-000
806,12,DPH,34,3713,2,c5a88668-2019-04-18T12:46:56Z-00001-000
807,12,DPH,35,41068,1,2626df18-2019-04-18T18:47:30Z-00005-000
808,11,DirichletLM,0,26959,1,6b003049-2019-04-18T19:16:50Z-00005-000
809,11,DirichletLM,1,3539,11,5520ff9a-2019-04-15T20:22:42Z-00013-000
810,11,DirichletLM,2,43829,3,9556d53a-2019-04-18T19:35:15Z-00000-000
811,11,DirichletLM,3,32593,14,6eaf660d-2019-04-15T20:24:34Z-00013-000
812,11,DirichletLM,4,42405,1,7d6799b0-2019-04-18T17:09:31Z-00006-000
813,11,DirichletLM,5,43342,1,558e5346-2019-04-18T17:50:52Z-00005-000
814,11,DirichletLM,6,39438,2,cf493053-2019-04-18T19:26:36Z-00003-000
815,11,DirichletLM,7,30793,4,787bd2de-2019-04-18T19:39:45Z-00003-000
816,11,DirichletLM,8,22423,3,67787f86-2019-04-18T17:10:05Z-00000-000
817,11,DirichletLM,9,22423,6,f332401d-2019-04-17T11:47:22Z-00025-000
818,12,DPH,36,26366,3,180c0226-2019-04-18T15:39:49Z-00001-000
819,11,DirichletLM,10,23789,1,e0a66b54-2019-04-18T18:45:11Z-00006-000
820,11,DirichletLM,11,10872,6,248c3cc8-2019-04-18T18:29:04Z-00006-000
821,11,DirichletLM,12,23789,8,e0a66b54-2019-04-18T18:45:11Z-00001-000
822,11,DirichletLM,13,29416,6,e6005e3c-2019-04-18T17:05:51Z-00000-000
823,11,DirichletLM,14,3539,8,5520ff9a-2019-04-15T20:22:42Z-00008-000
824,11,DirichletLM,15,32593,10,6eaf660d-2019-04-15T20:24:34Z-00009-000
825,11,DirichletLM,16,20786,3,c1369427-2019-04-18T19:43:00Z-00000-000
826,11,DirichletLM,17,13892,2,4330131f-2019-04-18T19:08:58Z-00007-000
827,11,DirichletLM,18,13119,5,2540d7ca-2019-04-18T19:27:56Z-00003-000
828,11,DirichletLM,19,13119,5,2540d7ca-2019-04-18T19:27:56Z-00003-000
829,12,DPH,37,30716,1,33f9c89f-2019-04-18T11:19:18Z-00005-000
830,11,DirichletLM,20,13119,5,2540d7ca-2019-04-18T19:27:56Z-00003-000
831,11,DirichletLM,21,32880,4,e854e06b-2019-04-18T19:12:47Z-00005-000
832,11,DirichletLM,22,13892,7,4330131f-2019-04-18T19:08:58Z-00006-000
833,11,DirichletLM,23,26528,1,cdde458a-2019-04-18T18:44:55Z-00006-000
834,11,DirichletLM,24,40069,4,aa1e977a-2019-04-18T19:56:22Z-00002-000
835,11,DirichletLM,25,3539,14,5520ff9a-2019-04-15T20:22:42Z-00016-000
836,11,DirichletLM,26,41309,6,15ed051f-2019-04-18T16:44:15Z-00005-000
837,11,DirichletLM,27,30330,10,699b6134-2019-04-19T12:44:08Z-00009-000
838,11,DirichletLM,28,20786,5,c1369427-2019-04-18T19:43:00Z-00001-000
839,11,DirichletLM,29,37104,11,11b559c0-2019-04-18T14:35:28Z-00001-000
840,12,DPH,38,21934,4,a039f4ac-2019-04-18T16:22:00Z-00000-000
841,11,DirichletLM,30,43107,4,800fc5ee-2019-04-18T19:16:58Z-00004-000
842,11,DirichletLM,31,30330,9,699b6134-2019-04-19T12:44:08Z-00008-000
843,11,DirichletLM,32,23533,3,45612c0a-2019-04-18T13:33:28Z-00001-000
844,11,DirichletLM,33,43107,5,800fc5ee-2019-04-18T19:16:58Z-00005-000
845,11,DirichletLM,34,3539,7,5520ff9a-2019-04-15T20:22:42Z-00007-000
846,11,DirichletLM,35,10958,1,353fb214-2019-04-18T16:19:13Z-00007-000
847,11,DirichletLM,36,13892,1,4330131f-2019-04-18T19:08:58Z-00009-000
848,11,DirichletLM,37,23533,2,45612c0a-2019-04-18T13:33:28Z-00003-000
849,11,DirichletLM,38,26186,4,c4355c55-2019-04-18T17:57:19Z-00003-000
850,11,DirichletLM,39,8542,1,cd8abfdc-2019-04-18T17:04:45Z-00008-000
851,12,DPH,39,25519,14,9bb25fb0-2019-04-18T16:45:11Z-00001-000
852,11,DirichletLM,40,30330,23,699b6134-2019-04-19T12:44:08Z-00022-000
853,11,DirichletLM,41,32593,18,6eaf660d-2019-04-15T20:24:34Z-00017-000
854,11,DirichletLM,42,27961,7,71acd15d-2019-04-18T14:42:26Z-00002-000
855,11,DirichletLM,43,32725,4,dd38b0ec-2019-04-18T14:37:15Z-00002-000
856,11,DirichletLM,44,17099,18,bbaa1a64-2019-04-15T20:24:36Z-00017-000
857,11,DirichletLM,45,42700,5,2a9d5af3-2019-04-18T16:49:21Z-00003-000
858,11,DirichletLM,46,25366,6,e3628fca-2019-04-18T16:29:37Z-00000-000
859,11,DirichletLM,47,16126,1,62216da9-2019-04-18T18:37:46Z-00003-000
860,11,DirichletLM,48,3539,9,5520ff9a-2019-04-15T20:22:42Z-00009-000
861,11,DirichletLM,49,26959,5,6b003049-2019-04-18T19:16:50Z-00002-000
862,10,DPH,29,4718,1,d3a6203-2019-04-18T17:51:05Z-00007-000
863,12,DPH,40,8567,13,2a50733b-2019-04-18T19:57:53Z-00004-000
864,12,DPH,41,34168,1,970346b5-2019-04-18T16:22:22Z-00005-000
865,12,DPH,42,1819,18,b801a11e-2019-04-15T20:24:33Z-00017-000
866,12,DPH,43,11647,1,99a57ff3-2019-04-19T12:47:03Z-00015-000
867,12,DPH,44,12310,6,3e6e1f09-2019-04-18T14:11:20Z-00001-000
868,12,DPH,45,34850,2,7f136c99-2019-04-18T13:40:55Z-00001-000
869,6,DirichletLM,0,17885,64,f2d744ec-2019-04-18T14:10:25Z-00002-000
870,6,DirichletLM,1,43194,6,3725fa45-2019-04-18T19:47:48Z-00002-000
871,6,DirichletLM,2,28367,6,573179be-2019-04-18T16:24:09Z-00002-000
872,6,DirichletLM,3,24031,6,f4a3ee69-2019-04-18T15:32:25Z-00000-000
873,6,DirichletLM,4,29702,5,a54d8ac8-2019-04-18T14:32:55Z-00002-000
874,6,DirichletLM,5,10712,3,a7f5e454-2019-04-18T13:43:30Z-00002-000
875,6,DirichletLM,6,6841,2,None
876,6,DirichletLM,7,29822,2,109aed09-2019-04-18T16:36:24Z-00001-000
877,6,DirichletLM,8,42203,3,d5ad7f78-2019-04-18T16:43:58Z-00006-000
878,6,DirichletLM,9,22396,5,9389d854-2019-04-18T18:50:20Z-00003-000
879,12,DPH,46,15711,5,2e8edb4f-2019-04-18T15:53:37Z-00002-000
880,6,DirichletLM,10,21336,3,8897f051-2019-04-18T13:36:55Z-00000-000
881,6,DirichletLM,11,911,3,5a92807d-2019-04-18T14:35:20Z-00002-000
882,6,DirichletLM,12,28402,8,563c9db1-2019-04-18T16:20:05Z-00003-000
883,6,DirichletLM,13,26089,1,720383e6-2019-04-18T14:09:06Z-00004-000
884,6,DirichletLM,14,9620,3,8156d8db-2019-04-18T13:53:21Z-00001-000
885,6,DirichletLM,15,43194,5,466a544c-2019-04-18T15:32:32Z-00002-000
886,6,DirichletLM,16,24031,5,f4a3ee69-2019-04-18T15:32:25Z-00002-000
887,6,DirichletLM,17,10712,1,a7f5e454-2019-04-18T13:43:30Z-00003-000
888,6,DirichletLM,18,3303,1,70e25d9d-2019-04-18T11:55:47Z-00001-000
889,6,DirichletLM,19,17885,26,e3e35db5-2019-04-18T19:26:41Z-00004-000
890,12,DPH,47,21934,10,8eeab760-2019-04-18T16:21:32Z-00001-000
891,6,DirichletLM,20,12888,2,7d46c6e8-2019-04-18T19:48:32Z-00003-000
892,6,DirichletLM,21,3344,1,80d73cf6-2019-04-18T19:32:12Z-00005-000
893,6,DirichletLM,22,3344,1,80d73cf6-2019-04-18T19:32:12Z-00005-000
894,6,DirichletLM,23,3344,1,80d73cf6-2019-04-18T19:32:12Z-00005-000
895,6,DirichletLM,24,26089,3,720383e6-2019-04-18T14:09:06Z-00000-000
896,6,DirichletLM,25,4085,6,8ae1260a-2019-04-18T15:33:35Z-00003-000
897,6,DirichletLM,26,21323,2,e8f92dd9-2019-04-18T14:36:48Z-00002-000
898,6,DirichletLM,27,26089,6,9361e5bc-2019-04-18T16:31:35Z-00002-000
899,6,DirichletLM,28,43097,6,c9019969-2019-04-18T16:25:29Z-00000-000
900,6,DirichletLM,29,6901,4,9b531995-2019-04-18T13:25:09Z-00002-000
901,12,DPH,48,26366,2,180c0226-2019-04-18T15:39:49Z-00003-000
902,6,DirichletLM,30,3303,5,4430de8b-2019-04-18T15:28:56Z-00006-000
903,6,DirichletLM,31,48,1,5f1c7022-2019-04-18T15:36:48Z-00005-000
904,6,DirichletLM,32,21034,4,c617f5ab-2019-04-18T14:18:24Z-00002-000
905,6,DirichletLM,33,10712,4,a7f5e454-2019-04-18T13:43:30Z-00000-000
906,6,DirichletLM,34,29438,2,5177bde4-2019-04-18T13:40:21Z-00003-000
907,6,DirichletLM,35,44259,2,47ca0144-2019-04-18T15:38:01Z-00003-000
908,6,DirichletLM,36,13443,5,7bf53995-2019-04-18T19:33:59Z-00002-000
909,6,DirichletLM,37,26712,7,fa922cd8-2019-04-18T16:13:55Z-00003-000
910,6,DirichletLM,38,3303,8,4430de8b-2019-04-18T15:28:56Z-00000-000
911,6,DirichletLM,39,21034,2,c617f5ab-2019-04-18T14:18:24Z-00001-000
912,12,DPH,49,11200,1,828ec24d-2019-04-18T17:17:56Z-00005-000
913,6,DirichletLM,40,17885,63,6d95469d-2019-04-18T16:14:32Z-00001-000
914,6,DirichletLM,41,26786,1,54b181c-2019-04-18T15:21:56Z-00004-000
915,6,DirichletLM,42,22417,3,24035966-2019-04-18T12:50:42Z-00003-000
916,6,DirichletLM,43,9620,2,6e39cdc8-2019-04-19T12:45:05Z-00003-000
917,6,DirichletLM,44,2865,5,40c16f39-2019-04-18T16:15:15Z-00004-000
918,6,DirichletLM,45,5804,6,6f5c7d0-2019-04-18T15:43:46Z-00004-000
919,6,DirichletLM,46,23415,7,2403550a-2019-04-18T14:02:10Z-00003-000
920,6,DirichletLM,47,48,4,5f1c7022-2019-04-18T15:36:48Z-00004-000
921,6,DirichletLM,48,31986,1,2ee9faf4-2019-04-18T15:42:59Z-00002-000
922,6,DirichletLM,49,9620,1,8156d8db-2019-04-18T13:53:21Z-00005-000
923,10,DPH,3,13557,2,399f2264-2019-04-18T18:16:39Z-00000-000
924,10,DPH,30,26412,3,5811e631-2019-04-18T19:03:05Z-00001-000
925,5,DirichletLM,0,28774,12,848388f4-2019-04-19T12:45:37Z-00011-000
926,5,DirichletLM,1,7474,8,8703c5ca-2019-04-18T16:10:43Z-00000-000
927,5,DirichletLM,2,7832,2,97409bf1-2019-04-18T14:11:04Z-00001-000
928,5,DirichletLM,3,42955,13,6aa1492a-2019-04-15T20:24:39Z-00012-000
929,5,DirichletLM,4,40583,3,a3eb04e5-2019-04-18T16:10:36Z-00000-000
930,5,DirichletLM,5,7474,2,8703c5ca-2019-04-18T16:10:43Z-00005-000
931,5,DirichletLM,6,21022,2,1703cf3f-2019-04-18T19:21:01Z-00000-000
932,5,DirichletLM,7,17427,5,288c2167-2019-04-18T13:45:09Z-00000-000
933,5,DirichletLM,8,25233,57,db45fa16-2019-04-19T12:44:46Z-00056-000
934,5,DirichletLM,9,7832,1,97409bf1-2019-04-18T14:11:04Z-00003-000
935,5,DirichletLM,10,35456,19,eb991d36-2019-04-15T20:24:15Z-00018-000
936,5,DirichletLM,11,10692,4,ffd7fc64-2019-04-18T13:35:20Z-00002-000
937,5,DirichletLM,12,29978,6,6e240e8a-2019-04-18T17:58:05Z-00002-000
938,5,DirichletLM,13,18251,6,961ba94a-2019-04-18T15:54:06Z-00000-000
939,5,DirichletLM,14,29704,2,770b8b0a-2019-04-18T16:15:10Z-00003-000
940,5,DirichletLM,15,13720,7,9168d27e-2019-04-18T15:43:14Z-00005-000
941,5,DirichletLM,16,30106,2,215c5d68-2019-04-18T13:01:38Z-00001-000
942,5,DirichletLM,17,10196,7,25dc997a-2019-04-18T16:09:01Z-00006-000
943,5,DirichletLM,18,7832,3,97409bf1-2019-04-18T14:11:04Z-00002-000
944,5,DirichletLM,19,35456,16,eb991d36-2019-04-15T20:24:15Z-00015-000
945,5,DirichletLM,20,5220,4,b760077b-2019-04-18T13:01:46Z-00003-000
946,5,DirichletLM,21,25233,21,db45fa16-2019-04-19T12:44:46Z-00020-000
947,5,DirichletLM,22,17917,25,2d7a6fbd-2019-04-15T20:22:25Z-00024-000
948,5,DirichletLM,23,5585,4,5733c8be-2019-04-18T16:58:34Z-00003-000
949,5,DirichletLM,24,13147,10,4566fc90-2019-04-15T20:22:23Z-00009-000
950,5,DirichletLM,25,23029,13,50e33842-2019-04-15T20:22:17Z-00012-000
951,5,DirichletLM,26,35060,4,961ba92b-2019-04-18T15:54:26Z-00004-000
952,5,DirichletLM,27,19384,24,da86b00e-2019-04-15T20:22:17Z-00023-000
953,5,DirichletLM,28,28498,1,be50aaf1-2019-04-18T13:34:22Z-00005-000
954,5,DirichletLM,29,28498,2,be50aaf1-2019-04-18T13:34:22Z-00003-000
955,5,DirichletLM,30,35456,20,eb991d36-2019-04-15T20:24:15Z-00019-000
956,5,DirichletLM,31,17369,49,40f19507-2019-04-17T11:47:33Z-00048-000
957,5,DirichletLM,32,10168,2,f0c8d782-2019-04-18T12:52:43Z-00000-000
958,5,DirichletLM,33,28498,4,be50aaf1-2019-04-18T13:34:22Z-00006-000
959,5,DirichletLM,34,13720,9,9168d27e-2019-04-18T15:43:14Z-00001-000
960,5,DirichletLM,35,35456,27,eb991d36-2019-04-15T20:24:15Z-00026-000
961,5,DirichletLM,36,35456,25,eb991d36-2019-04-15T20:24:15Z-00024-000
962,5,DirichletLM,37,3834,1,56db78fb-2019-04-18T14:13:19Z-00005-000
963,5,DirichletLM,38,26969,1,e79cf3ec-2019-04-18T13:51:09Z-00005-000
964,5,DirichletLM,39,3529,15,fae0ed1b-2019-04-15T20:24:11Z-00014-000
965,5,DirichletLM,40,8624,6,87aab5cc-2019-04-18T16:08:17Z-00004-000
966,5,DirichletLM,41,32053,4,4e2b4436-2019-04-18T16:47:41Z-00002-000
967,5,DirichletLM,42,35456,28,eb991d36-2019-04-15T20:24:15Z-00027-000
968,5,DirichletLM,43,17992,21,b68157c5-2019-04-18T15:46:07Z-00004-000
969,5,DirichletLM,44,29704,5,47212518-2019-04-18T16:45:38Z-00000-000
970,5,DirichletLM,45,35098,8,259f65bb-2019-04-15T20:24:15Z-00007-000
971,5,DirichletLM,46,40583,6,a3eb04e5-2019-04-18T16:10:36Z-00001-000
972,5,DirichletLM,47,28514,10,2e4d06a-2019-04-18T17:04:14Z-00000-000
973,5,DirichletLM,48,28514,5,4d8487a-2019-04-18T18:20:20Z-00001-000
974,5,DirichletLM,49,35098,11,259f65bb-2019-04-15T20:24:15Z-00010-000
975,10,DPH,31,33373,8,d267a8d5-2019-04-18T16:58:41Z-00000-000
976,10,DPH,32,17781,6,None
977,4,DirichletLM,0,18442,1,8e9af3ad-2019-04-18T17:07:58Z-00002-000
978,4,DirichletLM,1,38038,1,c93845a0-2019-04-18T15:10:52Z-00001-000
979,4,DirichletLM,2,42549,24,2674c9bf-2019-04-18T19:41:54Z-00003-000
980,4,DirichletLM,3,7807,3,1d10487f-2019-04-17T11:47:31Z-00016-000
981,4,DirichletLM,4,33833,4,e7b98175-2019-04-18T14:36:18Z-00004-000
982,4,DirichletLM,5,36962,4,91279d46-2019-04-18T17:53:34Z-00004-000
983,4,DirichletLM,6,42549,20,cf0b133d-2019-04-18T19:12:56Z-00000-000
984,4,DirichletLM,7,14005,2,bfc40ccd-2019-04-18T13:22:32Z-00003-000
985,4,DirichletLM,8,24511,46,1df1290b-2019-04-19T12:44:36Z-00048-000
986,4,DirichletLM,9,24511,46,1df1290b-2019-04-19T12:44:36Z-00048-000
987,4,DirichletLM,10,3464,3,1db9e12f-2019-04-18T14:56:22Z-00002-000
988,4,DirichletLM,11,24511,49,1df1290b-2019-04-19T12:44:36Z-00051-000
989,4,DirichletLM,12,24511,49,1df1290b-2019-04-19T12:44:36Z-00051-000
990,4,DirichletLM,13,42549,17,a6f085b0-2019-04-15T20:24:13Z-00010-000
991,4,DirichletLM,14,42703,1,c6b2791c-2019-04-18T14:59:08Z-00003-000
992,4,DirichletLM,15,36962,3,91279d46-2019-04-18T17:53:34Z-00001-000
993,4,DirichletLM,16,24511,39,1df1290b-2019-04-19T12:44:36Z-00041-000
994,4,DirichletLM,17,24511,39,1df1290b-2019-04-19T12:44:36Z-00041-000
995,4,DirichletLM,18,42549,19,4d028cd3-2019-04-18T18:37:10Z-00005-000
996,4,DirichletLM,19,20182,12,1df1290b-2019-04-19T12:44:36Z-00076-000
997,4,DirichletLM,20,42549,14,eed3e468-2019-04-15T20:24:29Z-00016-000
998,4,DirichletLM,21,24511,54,1df1290b-2019-04-19T12:44:36Z-00056-000
999,4,DirichletLM,22,24511,54,1df1290b-2019-04-19T12:44:36Z-00056-000
1000,4,DirichletLM,23,24511,51,1df1290b-2019-04-19T12:44:36Z-00053-000
1001,4,DirichletLM,24,24511,51,1df1290b-2019-04-19T12:44:36Z-00053-000
1002,4,DirichletLM,25,24511,52,1df1290b-2019-04-19T12:44:36Z-00054-000
1003,4,DirichletLM,26,24511,52,1df1290b-2019-04-19T12:44:36Z-00054-000
1004,4,DirichletLM,27,24511,55,1df1290b-2019-04-19T12:44:36Z-00057-000
1005,4,DirichletLM,28,24511,55,1df1290b-2019-04-19T12:44:36Z-00057-000
1006,4,DirichletLM,29,36962,1,91279d46-2019-04-18T17:53:34Z-00005-000
1007,4,DirichletLM,30,7807,6,ec0930ea-2019-04-18T18:58:19Z-00001-000
1008,4,DirichletLM,31,3464,1,1db9e12f-2019-04-18T14:56:22Z-00003-000
1009,4,DirichletLM,32,34769,6,bea71e7b-2019-04-17T11:47:42Z-00047-000
1010,4,DirichletLM,33,36962,2,91279d46-2019-04-18T17:53:34Z-00003-000
1011,4,DirichletLM,34,42760,11,59e0bc8b-2019-04-18T13:07:32Z-00000-000
1012,4,DirichletLM,35,28554,1,66f51d6-2019-04-18T13:50:33Z-00009-000
1013,4,DirichletLM,36,29365,1,4712ec0a-2019-04-18T12:53:28Z-00008-000
1014,4,DirichletLM,37,42549,4,1d10487f-2019-04-17T11:47:31Z-00024-000
1015,4,DirichletLM,38,29365,2,4712ec0a-2019-04-18T12:53:28Z-00006-000
1016,4,DirichletLM,39,29365,8,4712ec0a-2019-04-18T12:53:28Z-00005-000
1017,4,DirichletLM,40,42549,16,None
1018,4,DirichletLM,41,8659,5,21d6875b-2019-04-18T16:29:45Z-00003-000
1019,4,DirichletLM,42,38660,5,139da6c8-2019-04-18T18:43:01Z-00006-000
1020,4,DirichletLM,43,29365,5,4712ec0a-2019-04-18T12:53:28Z-00000-000
1021,4,DirichletLM,44,42760,6,ecae0c58-2019-04-19T12:44:21Z-00012-000
1022,4,DirichletLM,45,24511,25,1df1290b-2019-04-19T12:44:36Z-00027-000
1023,4,DirichletLM,46,24511,25,1df1290b-2019-04-19T12:44:36Z-00027-000
1024,4,DirichletLM,47,24511,44,1df1290b-2019-04-19T12:44:36Z-00046-000
1025,4,DirichletLM,48,24511,44,1df1290b-2019-04-19T12:44:36Z-00046-000
1026,4,DirichletLM,49,18442,2,8e9af3ad-2019-04-18T17:07:58Z-00001-000
1027,10,DPH,33,19652,1,4d3852ce-2019-04-18T18:53:13Z-00009-000
1028,10,DPH,34,14506,2,4aba565e-2019-04-18T14:01:54Z-00003-000
1029,14,DirichletLM,0,20935,2,f2cac0b5-2019-04-18T16:06:26Z-00004-000
1030,14,DirichletLM,1,27718,5,e3bc0428-2019-04-18T16:16:18Z-00000-000
1031,14,DirichletLM,2,27718,2,3d4ebc3b-2019-04-18T19:21:29Z-00007-000
1032,14,DirichletLM,3,32178,1,5efff4d3-2019-04-18T13:32:58Z-00005-000
1033,14,DirichletLM,4,44381,4,6a11307c-2019-04-18T15:13:55Z-00004-000
1034,14,DirichletLM,5,25600,6,ed87bdc2-2019-04-18T13:54:46Z-00003-000
1035,14,DirichletLM,6,20935,7,f2cac0b5-2019-04-18T16:06:26Z-00005-000
1036,14,DirichletLM,7,12591,1,ed876293-2019-04-18T15:42:58Z-00007-000
1037,14,DirichletLM,8,10684,8,ed87638b-2019-04-18T15:23:00Z-00005-000
1038,14,DirichletLM,9,10858,4,60ee3265-2019-04-18T14:35:08Z-00001-000
1039,14,DirichletLM,10,19580,5,5db6f926-2019-04-18T15:28:40Z-00004-000
1040,14,DirichletLM,11,12897,12,abf0fc05-2019-04-15T20:22:46Z-00011-000
1041,14,DirichletLM,12,19853,3,ed875bea-2019-04-18T16:07:09Z-00003-000
1042,14,DirichletLM,13,31788,2,f345611f-2019-04-18T13:00:39Z-00000-000
1043,14,DirichletLM,14,36052,1,44c570f5-2019-04-18T13:44:19Z-00002-000
1044,14,DirichletLM,15,32245,6,781939db-2019-04-18T13:40:53Z-00002-000
1045,14,DirichletLM,16,34706,1,11800e-2019-04-18T16:27:30Z-00005-000
1046,14,DirichletLM,17,16720,1,236d14ec-2019-04-18T16:29:51Z-00007-000
1047,14,DirichletLM,18,16720,1,236d14ec-2019-04-18T16:29:51Z-00007-000
1048,14,DirichletLM,19,16720,1,236d14ec-2019-04-18T16:29:51Z-00007-000
1049,14,DirichletLM,20,16720,1,236d14ec-2019-04-18T16:29:51Z-00007-000
1050,14,DirichletLM,21,16720,1,236d14ec-2019-04-18T16:29:51Z-00007-000
1051,14,DirichletLM,22,12897,13,abf0fc05-2019-04-15T20:22:46Z-00012-000
1052,14,DirichletLM,23,34706,6,11800e-2019-04-18T16:27:30Z-00000-000
1053,14,DirichletLM,24,41774,2,84c9f2f7-2019-04-18T15:27:26Z-00003-000
1054,14,DirichletLM,25,27068,1,c1373988-2019-04-18T13:27:24Z-00004-000
1055,14,DirichletLM,26,1364,1,None
1056,14,DirichletLM,27,27068,4,c1373988-2019-04-18T13:27:24Z-00003-000
1057,14,DirichletLM,28,31850,6,97ab35bd-2019-04-18T18:52:39Z-00000-000
1058,14,DirichletLM,29,31850,3,ced5ecbe-2019-04-18T19:23:34Z-00001-000
1059,14,DirichletLM,30,27718,4,e3bc0428-2019-04-18T16:16:18Z-00001-000
1060,14,DirichletLM,31,912,5,a4350c15-2019-04-18T18:59:46Z-00002-000
1061,14,DirichletLM,32,28759,6,85bf24e-2019-04-18T14:26:45Z-00003-000
1062,14,DirichletLM,33,43645,1,f6d26e83-2019-04-18T16:01:49Z-00002-000
1063,14,DirichletLM,34,9099,6,8914f22f-2019-04-18T15:45:58Z-00001-000
1064,14,DirichletLM,35,4646,1,851ff6ca-2019-04-15T20:22:39Z-00002-000
1065,14,DirichletLM,36,32440,1,a22bf062-2019-04-18T19:30:56Z-00003-000
1066,14,DirichletLM,37,12897,27,abf0fc05-2019-04-15T20:22:46Z-00026-000
1067,14,DirichletLM,38,4646,4,5c62a099-2019-04-18T16:17:52Z-00005-000
1068,14,DirichletLM,39,32207,1,1d4dd2b5-2019-04-18T18:48:02Z-00003-000
1069,14,DirichletLM,40,13342,5,5c9a5ad7-2019-04-18T13:30:29Z-00002-000
1070,14,DirichletLM,41,12897,26,abf0fc05-2019-04-15T20:22:46Z-00025-000
1071,14,DirichletLM,42,34756,3,2c04b681-2019-04-18T16:40:31Z-00000-000
1072,14,DirichletLM,43,32178,4,5efff4d3-2019-04-18T13:32:58Z-00006-000
1073,14,DirichletLM,44,17279,2,8077af98-2019-04-18T15:52:20Z-00003-000
1074,14,DirichletLM,45,7227,4,e330c628-2019-04-18T15:52:52Z-00001-000
1075,14,DirichletLM,46,105,15,beb024c8-2019-04-18T19:31:28Z-00005-000
1076,14,DirichletLM,47,12748,4,c0a5f15c-2019-04-18T13:45:23Z-00005-000
1077,14,DirichletLM,48,26902,3,a23f06c3-2019-04-18T15:28:25Z-00001-000
1078,14,DirichletLM,49,22496,1,67db7502-2019-04-18T16:37:19Z-00004-000
